id,tweetid,guid,link,author,title,description,pubdate,source,favorite_count,retweet_count,lang,quoted_text,tweet_type,in_reply_to_screen_name,in_reply_to_user_id,in_reply_to_status_id,retweeted_screen_name,retweeted_user_id,retweeted_status_id,user_id,profile_image_url,user_statuses_count,user_friends_count,user_followers_count,user_created_at,user_bio,user_location,user_verified,
1,1660795816452452353,"https://twitter.com/airainyy/statuses/1660795816452452353","https://twitter.com/airainyy/statuses/1660795816452452353","airainyy","RT @fauzanalrasyid: Contoh akronim  BIN (Badan Intelijen Negara) LAN (Lembaga Administrasi Negara) MAN (madrasah aliah negeri) NIP (nomor i…","Contoh akronim  BIN (Badan Intelijen Negara) LAN (Lembaga Administrasi Negara) MAN (madrasah aliah negeri) NIP (nomor induk pegawai) PASI (Persatuan Atletik Seluruh Indonesia) PAUD (pendidikan anak usia dini) SIM (surat izin mengemudi)","2023-05-22 19:52:33","Twitter for iPhone",0,42,"in","","retweet","",0,0,"fauzanalrasyid",53859736,1648118086984433664,1076628761905229829,"https://pbs.twimg.com/profile_images/1612849171387781120/O7lvcxxA_normal.jpg",773,63,9,"2018-12-22 19:01:14","gap year. snbt please be nice to me","","",
2,1660568616692224000,"https://twitter.com/djppkemenkumham/statuses/1660568616692224000","https://twitter.com/djppkemenkumham/statuses/1660568616692224000","djppkemenkumham","DJPP melalui Kelompok Kerja Pengharmonisasian Peraturan Menteri/Badan/Lembaga VI (Pokja VI) menyelenggarakan rapat pengharmonisasian Rancangan Peraturan Lembaga Administrasi Negara (LAN) tentang Program Eksekutif Nasional #DitjenPPKemenkumham #KumhamSemakinPasti https://t.co/BWDYNhpMbL","DJPP melalui Kelompok Kerja Pengharmonisasian Peraturan Menteri/Badan/Lembaga VI (Pokja VI) menyelenggarakan rapat pengharmonisasian Rancangan Peraturan Lembaga Administrasi Negara (LAN) tentang Program Eksekutif Nasional #DitjenPPKemenkumham #KumhamSemakinPasti https://t.co/BWDYNhpMbL","2023-05-22 04:49:44","Twitter Web App",0,0,"in","","original","",0,0,"",0,0,1228248931345190912,"https://pbs.twimg.com/profile_images/1590878883993116672/nnr5oHlC_normal.jpg",4036,185,230,"2020-02-14 04:25:59","Akun resmi Ditjen PP Kemenkumham I Dikelola oleh Bagian Humas dan Dit. PPP  IG dan FB: djpp.kemenkumham YouTube: Humas Ditjen PP","Jl. H.R Rasuna Said Kav.6-7","",
3,1660260498192084992,"https://twitter.com/fisipolians/statuses/1660260498192084992","https://twitter.com/fisipolians/statuses/1660260498192084992","fisipolians","RT @fauzanalrasyid: Contoh akronim  BIN (Badan Intelijen Negara) LAN (Lembaga Administrasi Negara) MAN (madrasah aliah negeri) NIP (nomor i…","Contoh akronim  BIN (Badan Intelijen Negara) LAN (Lembaga Administrasi Negara) MAN (madrasah aliah negeri) NIP (nomor induk pegawai) PASI (Persatuan Atletik Seluruh Indonesia) PAUD (pendidikan anak usia dini) SIM (surat izin mengemudi)","2023-05-21 08:25:23","Twitter for Android",0,42,"in","","retweet","",0,0,"fauzanalrasyid",53859736,1648118086984433664,1548564459471310848,"https://pbs.twimg.com/profile_images/1658582252425728000/8aRGDoKE_normal.jpg",2611,349,369,"2022-07-17 03:05:19","semigapyear\'²² — soon to be part of gadjah mada #23"," ugm","",
4,1660186756053090304,"https://twitter.com/marschellay_/statuses/1660186756053090304","https://twitter.com/marschellay_/statuses/1660186756053090304","marschellay_","RT @fauzanalrasyid: Contoh akronim  BIN (Badan Intelijen Negara) LAN (Lembaga Administrasi Negara) MAN (madrasah aliah negeri) NIP (nomor i…","Contoh akronim  BIN (Badan Intelijen Negara) LAN (Lembaga Administrasi Negara) MAN (madrasah aliah negeri) NIP (nomor induk pegawai) PASI (Persatuan Atletik Seluruh Indonesia) PAUD (pendidikan anak usia dini) SIM (surat izin mengemudi)","2023-05-21 03:32:22","Twitter for Android",0,42,"in","","retweet","",0,0,"fauzanalrasyid",53859736,1648118086984433664,1285225074610417665,"https://pbs.twimg.com/profile_images/1579861744213577728/aU44lgCx_normal.jpg",1741,97,27,"2020-07-20 10:48:55","akun ini akun sambat, jadi isinya tempat persambat-an, dan segala perjenisan curahan","","",
5,1660124197228630017,"https://twitter.com/kamikamustudio/statuses/1660124197228630017","https://twitter.com/kamikamustudio/statuses/1660124197228630017","kamikamustudio","[DASAR HUKUM] Peraturan Kepala Lembaga Administrasi Negara Nomor 21 Tahun 2016 https://t.co/iEPqRfrY4v","[DASAR HUKUM] Peraturan Kepala Lembaga Administrasi Negara Nomor 21 Tahun 2016 https://t.co/iEPqRfrY4v","2023-05-20 23:23:46","Twitter Web App",0,1,"in","","original","",0,0,"",0,0,3227006718,"https://pbs.twimg.com/profile_images/1278728485695942656/QDHWKBPs_normal.jpg",105432,97,276,"2015-05-26 07:41:42","https://t.co/mI0u9wqhAP  #1_bisnis #2_detektif #3_pns #4_palui #5_humor #6_beasiswa #7_doa #8_dakwah #9_fairytale #10_dongeng #11_biografi #12_kalsel #13_belajar","Indonesia","",
6,1660073552396288001,"https://twitter.com/sunflowiefairy/statuses/1660073552396288001","https://twitter.com/sunflowiefairy/statuses/1660073552396288001","sunflowiefairy","RT @fauzanalrasyid: Contoh akronim  BIN (Badan Intelijen Negara) LAN (Lembaga Administrasi Negara) MAN (madrasah aliah negeri) NIP (nomor i…","Contoh akronim  BIN (Badan Intelijen Negara) LAN (Lembaga Administrasi Negara) MAN (madrasah aliah negeri) NIP (nomor induk pegawai) PASI (Persatuan Atletik Seluruh Indonesia) PAUD (pendidikan anak usia dini) SIM (surat izin mengemudi)","2023-05-20 20:02:32","Twitter for Android",0,42,"in","","retweet","",0,0,"fauzanalrasyid",53859736,1648118086984433664,1472742612859691008,"https://pbs.twimg.com/profile_images/1659794934013255680/KiCQemgL_normal.jpg",8720,437,330,"2021-12-19 20:36:27","#studytwt reminder that ur doing great and that u are loved so please be kind to yourself! 🌷💐🧚‍♀️🕊","","",
7,1659033137035501570,"https://twitter.com/LAN_RI/statuses/1659033137035501570","https://twitter.com/LAN_RI/statuses/1659033137035501570","LAN_RI","- Pagu Kecil Majelis Permusyaratan Rakyat @mprgoid Lembaga Administrasi Negara Dewan Perwakilan Rakyat @DPR_RI Sekretariat Kabinet @setkabgoid Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi @kempanrb https://t.co/UkPPjw7B1H","- Pagu Kecil Majelis Permusyaratan Rakyat @mprgoid Lembaga Administrasi Negara Dewan Perwakilan Rakyat @DPR_RI Sekretariat Kabinet @setkabgoid Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi @kempanrb https://t.co/UkPPjw7B1H","2023-05-17 23:08:17","Twitter for Android",1,0,"in","","reply","LAN_RI",2173872572,1659033125975134210,"",0,0,2173872572,"https://pbs.twimg.com/profile_images/1113671047323119617/pQlKgrfd_normal.jpg",6585,206,14602,"2013-11-04 06:54:19","Akun Resmi Lembaga Administrasi Negara RI yang dikelola oleh Biro Hukum dan Humas","Jl. Veteran No. 10 Jakarta","",
8,1659033055506612224,"https://twitter.com/LAN_RI/statuses/1659033055506612224","https://twitter.com/LAN_RI/statuses/1659033055506612224","LAN_RI","Lembaga Administrasi Negara (LAN) kembali mengukir prestasi dengan meraih peringkat ke II Pelaksanaan Kinerja Anggaran Terbaik Tahun 2022 tingkat Kementerian dan Lembaga Kategori Pagu kecil.","Lembaga Administrasi Negara (LAN) kembali mengukir prestasi dengan meraih peringkat ke II Pelaksanaan Kinerja Anggaran Terbaik Tahun 2022 tingkat Kementerian dan Lembaga Kategori Pagu kecil.","2023-05-17 23:07:58","Twitter for Android",0,0,"in","","reply","LAN_RI",2173872572,1659033052423802880,"",0,0,2173872572,"https://pbs.twimg.com/profile_images/1113671047323119617/pQlKgrfd_normal.jpg",6585,206,14602,"2013-11-04 06:54:19","Akun Resmi Lembaga Administrasi Negara RI yang dikelola oleh Biro Hukum dan Humas","Jl. Veteran No. 10 Jakarta","",
9,1658690461601763333,"https://twitter.com/KejariPoso/statuses/1658690461601763333","https://twitter.com/KejariPoso/statuses/1658690461601763333","KejariPoso","RT @KejaksaanRI: Rombongan Lembaga Administrasi Negara (LAN) RI yang terdiri dari 37 orang dengan dipimpin oleh Sekretaris Utama LAN Reni S…","Rombongan Lembaga Administrasi Negara (LAN) RI yang terdiri dari 37 orang dengan dipimpin oleh Sekretaris Utama LAN Reni Suzanna, Deputi Bidang Penyelenggaraan Kompetisi LAN Dr. Baseng, MPPM, Wali Angkatan LVI Dr Makhdum Priyanto, MA, mengikuti kegiatan benchmarking di Sydney. https://t.co/F48IYhP5iH","2023-05-17 00:26:37","Twitter for Android",0,2,"in","","retweet","",0,0,"KejaksaanRI",705276546735407104,1657066910788501504,1085363035064004609,"https://pbs.twimg.com/profile_images/1486552602074435585/pKCB2K4w_normal.jpg",476,356,512,"2019-01-15 21:28:07","Akun Resmi Kejaksaan Negeri Poso, Jalan Pulau Kalimantan No.13 Kecamatan Poso Kota Kabupaten Poso telp. 081342226425","Poso, Sulawesi Tengah","",
10,1658664567810170880,"https://twitter.com/Kejari_Parimo/statuses/1658664567810170880","https://twitter.com/Kejari_Parimo/statuses/1658664567810170880","Kejari_Parimo","RT @KejaksaanRI: Rombongan Lembaga Administrasi Negara (LAN) RI yang terdiri dari 37 orang dengan dipimpin oleh Sekretaris Utama LAN Reni S…","Rombongan Lembaga Administrasi Negara (LAN) RI yang terdiri dari 37 orang dengan dipimpin oleh Sekretaris Utama LAN Reni Suzanna, Deputi Bidang Penyelenggaraan Kompetisi LAN Dr. Baseng, MPPM, Wali Angkatan LVI Dr Makhdum Priyanto, MA, mengikuti kegiatan benchmarking di Sydney. https://t.co/F48IYhP5iH","2023-05-16 22:43:44","Twitter Web App",0,2,"in","","retweet","",0,0,"KejaksaanRI",705276546735407104,1657066910788501504,768799818948808704,"https://pbs.twimg.com/profile_images/1535078928754540544/4r2g5Pmq_normal.jpg",2004,282,443,"2016-08-25 09:18:55","Akun Resmi Kejaksaan Negeri Parimo| https://t.co/eD0TAZIQKh… | Konsultasi Hukum Online | https://t.co/gvVoMs3Ypi…","Parigi, Indonesia","",
